etl_dt,bank_code,data_dt,bank_nm,mortgage_cnt,mortgage_bal,decorator_hse_cnt,decorator_hse_bal,ln_car_cnt,ln_car_bal,ln_worker_cnt,ln_worker_bal,other_cl_cnt,other_cl_bal
2013-11-26 22:30:08.213981,048       ,2006-01-01 00:00:00,臺灣工業銀行,5.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.013069,224       ,2006-01-01 00:00:00,金門縣信用合作社,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.048594,091       ,2006-01-01 00:00:00,美商加州聯合銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.219581,N009      ,2006-01-01 00:00:00,合作金庫銀行,167057.0,270545000000,55477.0,74689000000.0,36.0,7000000.0,123132.0,46978000000.0,24414.0,10174000000.0
2013-11-26 22:30:08.221991,N010      ,2006-01-01 00:00:00,美商美國紐約銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.05064,118       ,2006-01-01 00:00:00,板信商業銀行,26425.0,47583000000.0,435.0,626000000.0,299.0,83000000.0,0.0,0.0,91776.0,12770000000.0
2013-11-26 22:30:08.224286,030       ,2006-01-01 00:00:00,美商道富銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.226418,N011      ,2006-01-01 00:00:00,澎湖縣第二信用合作社,565.0,885000000.0,84.0,75000000.0,12.0,9000000.0,0.0,0.0,953.0,372000000.0
2013-11-26 22:30:08.397933,118       ,2006-02-01 00:00:00,板信商業銀行,26447.0,47315000000.0,425.0,616000000.0,286.0,77000000.0,0.0,0.0,91184.0,12512000000.0
2013-11-26 22:30:08.400302,N005      ,2006-02-01 00:00:00,高雄第三信用合作社,2216.0,2496000000.0,6797.0,10195000000.0,0.0,0.0,976.0,563000000.0,2850.0,933000000.0
2013-11-26 22:30:08.402322,222       ,2006-02-01 00:00:00,澎湖縣第一信用合作社,62.0,152000000.0,23.0,39000000.0,0.0,0.0,0.0,0.0,173.0,80000000.0
2013-11-26 22:30:08.404292,216       ,2006-02-01 00:00:00,花蓮第二信用合作社,4036.0,6777000000.0,6430.0,10833000000.0,0.0,0.0,2226.0,1005000000.0,124.0,12000000.0
2013-11-26 22:30:08.406273,005       ,2006-02-01 00:00:00,臺灣土地銀行,295644.0,436015000000,55216.0,60144000000.0,289.0,219000000.0,127875.0,57806000000.0,71618.0,6785000000.0
2013-11-26 22:30:08.408544,083       ,2006-02-01 00:00:00,英商渣打銀行,5320.0,12113000000.0,0.0,0.0,0.0,0.0,0.0,0.0,13427.0,1805000000.0
2013-11-26 22:30:08.514748,024       ,2006-02-01 00:00:00,美國運通銀行,0.0,0.0,1.0,1000000.0,0.0,0.0,0.0,0.0,44441.0,7529000000.0
2013-11-26 22:30:08.520341,N006      ,2006-02-01 00:00:00,澳商澳洲紐西蘭銀行,3.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.522698,161       ,2006-02-01 00:00:00,彰化第五信用合作社,528.0,854000000.0,11.0,15000000.0,0.0,0.0,0.0,0.0,16.0,6000000.0
2013-11-26 22:30:08.52536,025       ,2006-02-01 00:00:00,菲律賓首都銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,36000000.0
2013-11-26 22:30:08.530195,807       ,2006-02-01 00:00:00,建華商業銀行,79559.0,166099000000,15480.0,21123000000.0,9687.0,3902000000.0,0.0,0.0,25787.0,13793000000.0
2013-11-26 22:30:08.532683,087       ,2006-02-01 00:00:00,斐商標準銀行,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-26 22:30:08.535,188       ,2006-02-01 00:00:00,台南第三信用合作社,2901.0,5053000000.0,99.0,79000000.0,0.0,0.0,0.0,0.0,5493.0,145000000.0
2013-11-26 22:30:08.537148,139       ,2006-02-01 00:00:00,苗栗縣竹南信用合作社,3201.0,4600000000.0,863.0,649000000.0,0.0,0.0,0.0,0.0,897.0,57000000.0
2013-11-26 22:30:08.539018,215       ,2006-02-01 00:00:00,花蓮第一信用合作社,2570.0,4380000000.0,1390.0,2127000000.0,0.0,0.0,197.0,80000000.0,2325.0,709000000.0
